PERIODO_EVALUACION,PERIODO_VENTA,TIPO_PERIODO,FECHA_EVALUACION,VENTA_CANAL,VENTA_PDV_CODIGO,VENTA_PDV_DESC,VENTA_USUARIO,TIPO_PRODUCTO,SERVICIO,TIPO_VENTA_DES,NRO_SEC,ESTADO,NRO_PEDIDO,PEDIDO_ESTADO,CANTIDAD_LINEAS,FECHA_HORA_ENTREGA,NRO_SOT,SOT_ESTADO,UGIS,FECHA_INSTALACION,DEPARTAMENTO,PROVINCIA,DISTRITO,PACK_CHIP,EQUIPO_MARCA,EQUIPO_MODELO,CARGO_FIJO,PLAN_COMERCIAL,CAMPANA_APLICADA,OPERADOR_CEDENTE,TIPO_ENTREGA,DERIVACION_CANAL,DERIVACION_PDV_CODIGO,DERIVACION_PDV_DESC,ESTADO_ACTIVACION,VALIDACION_VENTA,MOTIVO_ASIGNACION,FECHA_ACTIVACION,ORIGEN_VTA_PDV,ORIGEN_VTA_PDV_DESC,CARGO_FIJO_ACTIVACION,SOCIO_LATAM,ORIGEN_CLIENTE,TIPO_COINCIDENCIA,TIPO_PAGO_ORIGEN
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97304007,ANULADO,,,1,,,,,,LIMA,LIMA,SAN MARTIN DE PORRES,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97290413,ANULADO,,,1,,,,,,,,,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415760,MOVIL,PORTABILIDAD,POSTPAGO,97295918,APROBADO,126543210,PEDIDO ENTREGADO,2,01/09/2025 15:59,,,,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,LATAM,BASE MES ACTUAL,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8412255,MOVIL,PORTABILIDAD,POSTPAGO,97286696,APROBADO,126533237,PEDIDO ENTREGADO,1,01/09/2025 15:48,,,,,PUNO,SAN ROMAN,JULIACA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CAC,P054,CAC JULIACA REAL PLAZA,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8406395,MOVIL,PORTABILIDAD,POSTPAGO,97296547,APROBADO,126543606,PEDIDO ENTREGADO,1,01/09/2025 16:49,,,,,LIMA,LIMA,CARABAYLLO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97302779,ANULADO,,,1,,,,,,PIURA,SECHURA,BELLAVISTA DE LA UNION,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8401291,MOVIL,PORTABILIDAD,POSTPAGO,97307322,APROBADO,126560447,PEDIDO ENTREGADO,1,02/09/2025 10:01,,,,,LIMA,LIMA,LURIN,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97291273,ANULADO,,,1,,,,,,LORETO,MAYNAS,BELEN,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8408347,MOVIL,PORTABILIDAD,POSTPAGO,97296633,APROBADO,126543407,PEDIDO ENTREGADO,1,01/09/2025 16:41,,,,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415805,MOVIL,PORTABILIDAD,POSTPAGO,97291501,APROBADO,126641539,PEDIDO ENTREGADO,1,04/09/2025 11:59,,,,,LIMA,LIMA,CHACLACAYO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CADENA,SD43,METRO CHACLA_SN,VENTA PERDIDA,,no existe SEC de canal remoto en 2 días,05/09/2025 00:00,SD43,METRO CHACLA_SN,79.9,LATAM,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97304074,ANULADO,,,1,,,,,,,,,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97290043,ANULADO,,,1,,,,,,HUANCAVELICA,TAYACAJA,AHUAYCHA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8406404,MOVIL,PORTABILIDAD,POSTPAGO,97289948,APROBADO,126537280,PEDIDO ENTREGADO,1,01/09/2025 16:05,,,,,TACNA,TACNA,ALTO DE LA ALIANZA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415601,MOVIL,PORTABILIDAD,POSTPAGO,97297353,APROBADO,126544448,PEDIDO ENTREGADO,1,01/09/2025 16:35,,,,,LIMA,LIMA,SAN ISIDRO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97295686,ANULADO,,,1,,,,,,LIMA,LIMA,LIMA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,PREPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97291356,ANULADO,,,1,,,,,,ANCASH,HUAYLAS,HUAYLAS,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97309179,ANULADO,,,1,,,,,,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA PERDIDA,,"Finaliza en CAC o CADENA  y SI cumple C/P, Sec mas antigua en 2d",13/09/2025 00:00,BYVA,PARTNER_PORTOUT,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415761,MOVIL,PORTABILIDAD,POSTPAGO,97283175,APROBADO,126528384,PEDIDO ENTREGADO,1,01/09/2025 09:43,,,,,SAN MARTIN,SAN MARTIN,TARAPOTO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,ACD,Y5R7,SILCOM JUANJUI,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR LINEA,PREPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97285863,APROBADO,126531603,PEDIDO ENTREGADO,1,01/09/2025 10:51,,,,,LIMA,LIMA,CERCADO DE LIMA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8408655,MOVIL,PORTABILIDAD,POSTPAGO,97299355,APROBADO,126547618,PEDIDO ENTREGADO,1,01/09/2025 17:15,,,,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8408446,MOVIL,PORTABILIDAD,POSTPAGO,97289027,APROBADO,126544453,PEDIDO ENTREGADO,1,01/09/2025 16:01,,,,,PUNO,PUNO,PUNO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CAC,P165,CAC PUNO,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97309183,ANULADO,,,1,,,,,,HUANCAVELICA,TAYACAJA,PAMPAS,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97304766,ANULADO,,,1,,,,,,CAJAMARCA,CAJAMARCA,NAMORA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,PREPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97301739,ANULADO,,,1,,,,,,PIURA,PIURA,LAS LOMAS,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8414495,MOVIL,PORTABILIDAD,POSTPAGO,97302342,ANULADO,,,1,,,,,,,,,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,NO DERIVADO,5PTW,RECUPERA_PORT_OUT,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415742,MOVIL,PORTABILIDAD,POSTPAGO,97283466,APROBADO,126528276,PEDIDO ENTREGADO,1,01/09/2025 10:31,,,,,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MES ACTUAL,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8407338,MOVIL,PORTABILIDAD,POSTPAGO,97287290,APROBADO,126542952,PEDIDO ENTREGADO,3,01/09/2025 20:44,,,,,LIMA,LIMA,LOS OLIVOS,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CAC,P029,CAC UNICACHI,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,LATAM,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415742,MOVIL,PORTABILIDAD,POSTPAGO,97302762,APROBADO,126567699,PEDIDO ENTREGADO,1,02/09/2025 10:54,,,,,LA LIBERTAD,VIRU,CHAO,CHIP,,,95.9,Max Ilimitado 95.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,ACD,R143,MYA COMUNICA_D.TRUJ6,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,95.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,01/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8404006,MOVIL,PORTABILIDAD,POSTPAGO,97287685,ANULADO,126534972,PEDIDO ENTREGADO,1,01/09/2025 11:34,,,,,LIMA,LIMA,COMAS,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,PRESENCIAL,CADENA,5OH8,FOOD RETAIL COMAS_SN,VENTA ACTIVA,,,02/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,FUERA DE BASE,FUERA DE BASE,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8401376,MOVIL,PORTABILIDAD,POSTPAGO,97330776,APROBADO,126593653,PEDIDO ENTREGADO,1,02/09/2025 18:34,,,,,LIMA,LIMA,LA MOLINA,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,KL9I,FOOD RETAIL LA MOLINA_SN,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415757,MOVIL,PORTABILIDAD,POSTPAGO,97318576,APROBADO,126577386,PEDIDO ENTREGADO,1,03/09/2025 20:56,,,,,CUSCO,CUSCO,CUSCO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CAC,P167,CAC CUSCO REAL PLAZA,VENTA ACTIVA,,,04/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415806,MOVIL,PORTABILIDAD,POSTPAGO,97324873,APROBADO,126585264,PEDIDO ENTREGADO,1,03/09/2025 10:56,,,,,LORETO,MAYNAS,PUNCHANA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,04/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415760,MOVIL,PORTABILIDAD,POSTPAGO,97312584,APROBADO,126569695,PEDIDO ENTREGADO,1,02/09/2025 12:18,,,,,CAJAMARCA,JAEN,JAEN,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES ACTUAL,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415794,MOVIL,PORTABILIDAD,POSTPAGO,97311819,APROBADO,126566942,PEDIDO ENTREGADO,1,02/09/2025 11:19,,,,,LIMA,LIMA,SAN MARTIN DE PORRES,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413647,MOVIL,PORTABILIDAD,POSTPAGO,97309383,APROBADO,126563150,PEDIDO ENTREGADO,1,02/09/2025 09:15,,,,,CUSCO,CUSCO,CUSCO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,LATAM,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413470,MOVIL,PORTABILIDAD,POSTPAGO,97320727,APROBADO,126578981,PEDIDO ENTREGADO,1,02/09/2025 14:58,,,,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,BITEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,69.9,,BASE MES-1,POR LINEA,PREPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8409021,MOVIL,PORTABILIDAD,POSTPAGO,97309603,APROBADO,126563514,PEDIDO ENTREGADO,1,02/09/2025 09:03,,,,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,LATAM,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8109387,MOVIL,PORTABILIDAD,POSTPAGO,97315658,APROBADO,126592156,PEDIDO ENTREGADO,1,02/09/2025 18:05,,,,,JUNIN,HUANCAYO,HUANCAYO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,ACD,D287,INV SOLANO_D.HYO 6,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413470,MOVIL,PORTABILIDAD,POSTPAGO,97325217,APROBADO,126585234,PEDIDO ENTREGADO,1,04/09/2025 14:34,,,,,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,BITEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,05/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,FUERA DE BASE,FUERA DE BASE,PREPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8409021,MOVIL,PORTABILIDAD,POSTPAGO,97309492,APROBADO,126563317,PEDIDO ENTREGADO,1,02/09/2025 09:04,,,,,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,ENTEL,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,BASE MES-1,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8415757,MOVIL,PORTABILIDAD,POSTPAGO,97326277,ANULADO,126586983,PEDIDO ANULADO,1,,,,,,ANCASH,SANTA,CHIMBOTE,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,PRESENCIAL,CAC,P048,CAC CHIMBOTE,VENTA BRUTA,,,,,,,,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8407694,MOVIL,PORTABILIDAD,POSTPAGO,97325633,ANULADO,,,2,,,,,,LIMA,LIMA,NO ESPECIFICADO,CHIP,,,69.9,Max Ilimitado 69.90,DTO PORTABILIDAD POSTPAGO,ENTEL,PRESENCIAL,CADENA,Q12T,FOOD RETAIL VENTANILLA_SN,VENTA PERDIDA,,"Canal presencial , PDV no esta catalogado como recojo",04/09/2025 00:00,LHDM,DELIMA NORTE PLAZA CENTER,69.9,LATAM,BASE MES ACTUAL,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8404414,MOVIL,PORTABILIDAD,POSTPAGO,97322536,APROBADO,126581567,PEDIDO ENTREGADO,1,02/09/2025 16:39,,,,,PIURA,SULLANA,SULLANA,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8413647,MOVIL,PORTABILIDAD,POSTPAGO,97309403,APROBADO,126563190,PEDIDO ENTREGADO,1,02/09/2025 09:33,,,,,AYACUCHO,HUAMANGA,AYACUCHO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,,BASE MESES ANTERIORES,POR LINEA,POSTPAGO
202509,202509,MES ACTUAL,02/09/2025 00:00,TELEVENTAS OUTBOUND,5PTW,RECUPERA,E8408446,MOVIL,PORTABILIDAD,POSTPAGO,97316067,APROBADO,126572854,PEDIDO ENTREGADO,1,02/09/2025 13:49,,,,,LIMA,LIMA,EL AGUSTINO,CHIP,,,79.9,Max Ilimitado 79.90,DTO PORTABILIDAD POSTPAGO,MOVISTAR,DELIVERY,DELIVERY,DELIVERY,DELIVERY,VENTA ACTIVA,,,03/09/2025 00:00,5PTW,RECUPERA_PORT_OUT,79.9,LATAM,BASE MESES ANTERIORES,POR DOCUMENTO,POSTPAGO
